,code,logo,ko_name,description,sector,industry,country_code,market,phone,website
51,003580.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/003580.png,HLB글로벌,"HLB글로벌은 1962년 설립된 기업으로 골재 채취업을 영위하고 있다. 주요 종속기업은 엘리샤코이, 딘디바이오사이언스, 프레시코 등이 있다. 주요 매출은 종속회사가 영위하는 식음료 사업 부문에서 대부분 발생하고 있으며, 자원환경 사업 부문이 뒤를 잇고 있다. 가격결정력에 대한 절대적 우위, 모래의 품질 및 안정적인 거래처 공급등이 당사의 핵심 요소임",건설/인프라,건축자재,KR,kospi,82 2 6925 4450,https://www.hlbglobal.co.kr
52,204320.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/204320.png,HL만도,"HL만도는 2014년 9월 (주)HL홀딩스에서 분할 설립된 기업으로 자동차부품 제조 및 판매업을 영위하고 있다. 주요 종속기업은 주식회사 에이치엘클레무브와 다수의 해외기업이 있다. 주요 매출은 자동차 부품 판매에서 발생하고 있다. 당사는 사업구조 안정화를 위하여 현대기아차 뿐 아니라 GM, Ford, 중국 로컬 OEM, 유럽 및 인도 완성차까지 고객다변화를 진행 중이며, 해외 고객의 현지 대응을 위해 미국, 유럽, 중국, 인도 등 지역에 19개의 생산 사이트를 설립하였다.",자동차,자동차부품,KR,kospi,82 3 1680 6114,https://hlmando.com
53,060980.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/060980.png,HL홀딩스,"HL홀딩스는 사업지주회사로서 상표권 사용수익, IT 제품ㆍ용품판매 및 서비스 제공 등의 사업과 자동차 부품ㆍ용품 판매 및 유통사업을 영위하고 있다. 주요 종속기업은 (주)위코, (주)제이제이한라, 주식회사 한라리츠운용 등이 있다. 주요 매출은 자동차부품 유통, 물류 및 지분법 수익, 자동차 부품 제조 부문에서 발생하고 있다. 당사는 사업구조 안정화를 위하여 현대기아차 뿐 아니라 GM, Ford, 중국 로컬 OEM, 유럽 및 인도 완성차까지 고객다변화를 진행 중이다.",자동차,자동차부품,KR,kospi,82 2 526 0500,https://www.hlholdings.co.kr
54,011200.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/011200.png,HMM,"HMM은 1976년 설립된 기업으로 해상운송업을 영위하고 있다. 주요 종속기업은 에이치엠엠오션서비스,에이치엠엠퍼시픽, 에이치티알헤시라스가 있다. 주요 매출은 컨테이너 운송 부문에서 발생하고 있으며 벌크선 운송 부문이 뒤를 잇고 있다. 세계 3대 해운동맹인 디얼라이언스 정회원으로 등록되어 있으며, 이에 따라 유럽 노선 및 미주 5개 노선과 중동 2개 노선을 운송할 수 있다.",운송,해운,KR,kospi,82 2 3706 5114,https://www.hmm21.com
55,082740.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/082740.png,HSD엔진,"HSD엔진은 1999년 12월 설립된 기업으로 선박 엔진 사업, 부품 판매 사업, 디젤 발전 사업 및 환경 오염 방지 시설업을 영위하고 있다. 주요 매출은 선박용 디젤 엔진 판매에서 발생하고 있다. 당사는 세계 선박용 엔진 생산 Top Maker로서 저속 엔진 시장점유율 세계 2위(평균 20%)를 유지하고 있으며, 엔진 설계, 생산, 판매부터 애프터 서비스로 이어지는 일관된 서비스 체제로 운영하고 있다.",건설/인프라,조선,KR,kospi,82 5 5260 6000,https://www.hsdengine.com
56,003560.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/003560.png,IHQ,"IHQ는 1962년 설립된 기업으로 엔터테인먼트, 미디어, 음반 제작업을 영위하고 있다. 주요 종속기업은 가지콘텐츠, 아이에치큐리츠 등이 있다. 주요 매출은 광고 수익에서 발생하고 있으며 수신료 수익, 매니지먼트 수익이 뒤를 잇고 있다. 웹 드라마, 웹 예능, 모바일 무비 등 뉴미디어 콘텐츠 제작 확대에 사업역량을 주력하고 있다.",미디어,엔터테인먼트,KR,kospi,82 2 6005 6211,https://www.ihq.co.kr
57,175330.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/175330.png,JB금융지주,"JB금융지주는 2013년 7월 설립된 기업으로 지주사업을 영위하고 있다. 주요 종속기업은 주식회사 전북은행, 주식회사 광주은행 등이 있다. 주요 매출은 이자 및 배당금 수익에서 발생하고 있다. 당사는 은행/캐피탈/자산운용/벤처캐피탈/증권사 등의 계열사를 보유한 명실상부한 종합금융그룹으로서의 면모를 갖춰 서남권 대표 금융그룹으로서 위상을 제고해 나감과 동시에 차별화된 전략을 통해 수익성을 높이고 있다.",금융,은행,KR,kospi,None,https://www.jbfg.com
58,234080.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/234080.png,JW생명과학,"JW생명과학은 전문의약품에 속하는 수액을 전문으로 생산 및 판매하는 회사이다. 주요 종속기업은 Non-pvc 필름 등 수액용기생산업체인 제이더블유케미타운(주)가 있다. 주요 매출은 일반수액 및 영양수액, TPN 제품 판매에서 발생하고 있다. 당사는 글로벌 수액제조사인 미국 박스터사와 독점 라이선스아웃 및 수출계약을 체결하였으며 지속적으로 글로벌 시장에서 JW생명과학의 수액 개발 및 기술 역량을 입증 받고 있다.",헬스케어,제약/건강기능식품,KR,kospi,82 4 1351 7600,https://www.jw-lifescience.co.kr
59,001060.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/001060.png,JW중외제약,"JW중외제약은 1953년 설립된 기업으로 의약품 연구·개발·제조·판매업을 영위하고 있다. 주요 종속기업은 JW생명과학, JW신약, JW홀딩스 등 16개사를 보유하고 있다. 주요 매출은 병원에 납품하는 일반수액 및 영양수액 판매로 발생하고 있으며, 항쟁제 및 고지혈증 치료제 판매가 뒤를 잇고 있다. 일본과 미국 등 글로벌 제약사와 함께 신호전달 항암제와 아토피피부질환 면역치료제, 탈모치료제 등을 연구·개발하고 있다.",헬스케어,제약/건강기능식품,KR,kospi,82 2 840 6777,https://www.jw-pharma.co.kr
60,001067.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/001067.png,JW중외제약2우B,,,,KR,kospi,82 2 840 6777,https://www.jw-pharma.co.kr
61,001065.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/001065.png,JW중외제약우,,,,KR,kospi,82 2 840 6777,https://www.jw-pharma.co.kr
62,096760.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/096760.png,JW홀딩스,"JW홀딩스는 2007년 7월 설립된 기업으로 지주 사업을 영위하고 있다. 주요 종속기업은 JW중외제약(주), JW생명과학(주), JW신약(주) 등이 있다. 주요 매출은 배당 수익 등을 통해 발생하고 있다. 당사는 자회사와 손자회사들이 생산하는 원료, 완제의약품, 의료기기 등에 대한 해외사업을 직접 담당하고 있으며, 관리업무 대행 서비스를 비롯하여 자회사의 지분이익, 브랜드 사용료 수입, 계열사 관리 등을 통해서도 수익을 창출하고 있다.",헬스케어,제약/건강기능식품,KR,kospi,82 2 840 6777,https://www.jw-holdings.co.kr
63,105560.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/105560.png,KB금융,"KB금융은 2008년 9월 설립된 기업으로 지주 사업을 영위하고 있다. 주요 종속기업은 ㈜국민은행, ㈜KB국민카드, KB생명보험㈜ 등이 있다. 주요 매출은 이자수익 및 보험수익을 통해 발생하고 있다. 계열사별 본업 경쟁력 강화를 통해 리딩금융그룹으로서의 지위를 공고히 하였으며, 빅테크, 핀테크와의 고객접점 경쟁에서 주도권을 확보하기 위한 Payment 경쟁력과 자산관리 역량 등 그룹 차원의 대응을 강화함과 동시에, 비금융플랫폼 서비스 확장을 지속적으로 추진하고 있다.",금융,은행,KR,kospi,82 2 2073 7114,https://www.kbfg.com
64,432320.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/432320.png,KB스타리츠,,금융,부동산,KR,kospi,None,None
65,002380.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/002380.png,KCC,"KCC는 1958년 설립된 기업으로 건축자재 제조·판매업을 영위하고 있다. 주요 종속기업은 Momentive Performance Materials Inc, BASILDON CHEMICAL CO. LIMITED 등이 있다. 주요 매출은 건축용 실리콘 판매에서 발생하고 있으며 도료, 건자재 판매 매출이 뒤를 잇고 있다. 경영효율성 및 전문성 제고를 위해 법인 분할을 실시하며 건설자재 전문 그룹으로 재편하고 있다.",건설/인프라,건축제품,KR,kospi,+82 2 34805133,https://www.kccworld.co.kr
66,344820.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/344820.png,KCC글라스,"KCC글라스는 KCC에서 인적분할되어 2020년 1월 설립되었으며, 유리와 인테리어 사업 부문을 영위하고 있다. 주요 매출은 유리제품 부문에서 발생하며, 인테리어부문이 뒤를 잇고 있다. 당사는 자사 브랜드인 홈씨씨를 보유하고있으며, 자동차 안전유리 사업 등을 영위하고 있는 코리아오토글라스 주식회사를 흡수합병하며 매출 성장을 도모하고 있다.",건설/인프라,건축자재,KR,kospi,82 2 2015 8500,https://www.kccglass.co.kr
67,009070.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/009070.png,KCTC,"KCTC는 1973년 설립된 기업으로 컨테이너터미널, 항만하역, 운송, 보관 등 종합물류업을 영위하고 있다. 주요 종속기업은 고려강재장, 고려사일로, 고려종합국제운송, 고려항만 등이 있다. 주요 매출은 운송 부문에서 발생하고 있으며 소화물, 하역작업 수익이 뒤를 잇고 있다. 물류센터 추가 준공을 통한 인프라 확보, 동남아시아 지역 현지법인 설립 및 컨테이너 부지 매입으로 신규사업을 진행하고 있다.",운송,항공화물운송/물류,KR,kospi,82 2 310 0700,https://www.kctc.co.kr
68,009440.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/009440.png,KC그린홀딩스,"KC그린홀딩스는 1973년 설립된 기업으로 KC그룹의 지주회사이다. 주요 종속기업은 디앤엘코퍼레이션, KC그린소재, KC 안전기술 등이 있다. 주요 매출은 환경엔지니어링 사업 부문에서 발생하고 있으며 오피스 환경, 환경 서비스 부문이 뒤를 잇고 있다. 당사는 국내를 비롯한 미국, 중국, 영국, 베트남, 대만, 인도 등 세계각지에 위치한 네트워크를 통해 환경엔지니어링, 환경서비스, 자원순환, 오피스환경, 에너지사업을 영위하고 있다.",건설/인프라,기계,KR,kospi,82 2 320 6114,https://www.kcgreenholdings.com
69,119650.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/119650.png,KC코트렐,"KC코트렐은 2010년 1월 설립된 기업으로 대기오염물질 저감설비를 공급하는 환경엔지니어링 사업을 영위하고 있다. 주요 매출은 GAS처리설비 부문에서 발생하고 있다. 당사의 주요 고객은 석탄화력발전소, 제철소, 시멘트, 석유화학 업종 등 대규모 대기오염물질 배출사업장으로 CCS(이산화탄소 포집)연구사업, RHDS(중질유 탈황촉매 재제조) 연구사업, 터널 집진기 연구 등을 수행하며 연구과제 사업화도 지속적으로 수행하고 있다.",건설/인프라,기계,KR,kospi,82 2 320 6114,https://www.kc-cottrell.com
70,092220.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/092220.png,KEC,"KEC는 2006년 9월 주식회사 케이이씨로부터 제조사업부문이 인적분할되어 설립된 기업으로 반도체제품 및 부품 제조업을 영위하고 있다. 주요 종속기업은 중국과 태국에 해외기업이 있다. 주요 매출은 전력제어 전류증폭 제품 판매에서 발생하고 있다. 비메모리 전력 반도체를 중심으로 WorldWide SSTR Market에서 해외 글로벌기업들과 어깨를 나란히 하며 오랜 기간 국내 굴지의 가전, 자동차 제조 기업과 협력하고 있으며 중국, 일본, 미국으로 수출 비중을 높이며 글로벌 기업으로 도약하고 있다.",하드웨어/IT장비,반도체/반도체장비,KR,kospi,82 2 2025 5000,https://www.keccorp.com/kr
71,016380.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/016380.png,KG스틸,"케이지스틸은 1982년 설립되어 2022년 3월 상호변경하였으며 냉연강판을 비롯하여 각종 표면처리강판 등의 철강 제조 및 판매와 항만, 임대 용역 등의 사업을 영위하고 있다. 주요 매출은 열연강판, 냉연강판 판매에서 발생하고 있다. 프리미엄 가전제품과 인테리어 열풍으로 인해 고급 컬러강판을 찾는 수요를 충족시키며 매출이 성장하고 있다.",소재,철강,KR,kospi,82 2 3450 8114,https://www.kgdongbusteel.co.kr
72,001390.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/001390.png,KG케미칼,"KG케미칼은 1954년 설립된 기업으로 화학, 에너지, 기타 유기화학물질 제조업을 영위하고 있다. 주요 종속기업은 이데일리, KG동부제철, KG스틸, KG에듀원 등이 있다. 주요 매출은 철강 사업 부문에서 발생하고 있으며, 전자결제, 프랜차이즈 수익 등이 뒤를 잇고 있다. 화학, 에너지, 전자결제, 미디어, 금융, 요식업, 교육사업, 기타 등 다양한 산업 분야에서 경영활동을 지속하고 있으며, 종속기업간 시너지 효과를 극대화 하고 있다.",소재,화학,KR,kospi,82 5 2231 1700,https://www.kgchem.co.kr
73,033180.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/033180.png,KH 필룩스,"KH 필룩스는 1984년 설립된 기업으로 2021년 3월 상호변경하였으며 소재사업, 부품사업, 조명사업, 바이오사업, 리조트사업, 기타사업을 영위하고 있다. 주요 종속기업은 케이에이치강원개발(주), (주)알펜시아 등과 해외법인을 보유하고 있다. 주요 매출은 부품사업 부문에서 발생하고 있다. 저손실 고성능FERRITE 재질, 저손실과 초소형 및 고효율의 DC 전원 공급제품 등 각 사업 부문에서의 신제품 개발 및 신약 개발에 주력하고 있다.",건설/인프라,전기장비,KR,kospi,82 70 7780 8200,https://www.feelux.com
74,001940.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/001940.png,KISCO홀딩스,"KISCO홀딩스는 1957년 설립된 한국철강의 지주회사로 지주 사업을 영위하고 있다. 주요 종속기업은 한국철강, 환영철강공업, 대흥산업, 서룡 등이 있다. 주요 매출은 철근 및 단조강, 선재 생산에서 발생하고 있으며 브랜드 사용료 수익이 뒤를 잇고 있다. 재무비율 개선에 따라 자사주 소각, 고배당 정책 등을 실시하며 주주이익환원을 추구하고 있다.",소재,철강,KR,kospi,82 5 5260 0500,https://www.kiscoholdings.co.kr/holdings
